df_cc_id,efx_total_income360,efx_non_salary_income360,spd_sd_age,exp_fin_debt_to_income_ratio,spd_change_in_income_12mo,spd_spendex_plus_v3,spd_home_purchase_price,spd_mortgage_amount,spd_spendex_education_v3,spd_charity_sd_highdollar_v2,exp_financial_corporate_credit_card_user,exp_financial_credit_card_user,exp_financial_major_credit_card_user,exp_financial_premium_credit_card_user,spd_bc_1st_contact_email,spd_bc_content_infographic,spd_bc_content_video,spd_channel_sd_banner_scale,spd_channel_sd_intertv_scale,spd_scr_email_dynabase,spd_bc_decision_maker,spd_bc_loc_hbb_office,spd_bc_prof_manager,spd_bc_prof_staff,spd_jobs_sd_blue_collar,spd_jobs_sd_corp_leader,spd_jobs_sd_retired,spd_jobs_sd_student,spd_bc_purchase_price,spd_bc_purchase_quality,spd_generations_in_hh,spd_sd_children_in_hh_v2,spd_lt_senior_adult_in_hh_v2,spd_purch_social_awareness,spd_young_kids,spd_elementry_school_kids,spd_parent_of_a_teenager,propensity_spend_on_digital_media_flag,propensity_spend_online_commerce_flag,propensity_spend_instore_commerce_flag,propensity_spend_on_online_payment_flag,spd_investments_v2,spd_children_prod_back_school_v2,spd_young_adult_in_hh_v2,exp_investment_property_add_investment_flag,spd_marital_v2_single,spd_marital_v2_married,spd_marital_v2_divorced,spd_sd_education_v2,exp_fin_seg_credit_card_surfers,spd_sd_homeowner_prob_v2,urbanicity,spd_cc_bankcard,spd_cc_travel,spd_cc_premium,spd_bc_contact_orient_v2_phone,spd_bc_contact_orient_v2_in_person,spd_bc_contact_orient_v2_email,exp_invest_active_investor,exp_invest_investor_mid_value,wealth_tier_id
6426262483122007996,40248,14329,77,7,1,22953,0,0,741,3,99,71,69,60,0,0,0,3,5,45,2,0,0,0,2,3,6,2,0,0,2.1461209161761494,0,7,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,3,5,1,0,0,0,0,0,0,2,4,2
6610821449013558371,244722,49687,78,9,2,8370,0,0,270,3,99,13,25,18,0,0,0,5,4,49,3,0,0,0,2,3,6,2,0,0,3,0,7,2,0,0,0,0,0,2.0384615384615383,3.5,1,0,0,0,1,0,0,2,0,4,2,0,0,0,0,0,0,6,9,2
5118401626741279907,87067,16122,78,9,0,9366,0,0,303,5,99,55,34,52,0,0,0,2,4,51,1,0,0,0,7,1,1,1,0,0,3,0,7,2,0,0,0,0,3.1666666666666665,3.8846153846153846,5,1,0,0,0,0,1,0,2,0,4,3,0,0,0,0,0,0,8,10,2
7689189182475572374,180235,42172,78,1,3,7037,0,0,284,5,99,30,42,26,0,0,0,2,4,63,1,0,0,0,4,4,6,2,0,0,3,0,7,5,0,0,1,0,0.5,0,1,1,0,0,0,0,1,0,3,0,4,1,0,0,0,0,0,0,9,10,2
5479285635016080631,66338,11975,79,9,1,4207,0,0,129,2,99,43,51,40,0,0,0,5,5,41,1,0,0,0,4,2,6,2,0,0,1,0,7,2,0,0,0,0,0,0,4.5,1,0,0,0,1,0,0,2,0,5,3,0,0,0,0,0,0,6,7,2
4058665756109705514,66171,13774,80,8,1,7827,0,0,297,5,99,76,74,82,0,0,0,1,1,33,1,0,0,0,6,3,6,3,0,0,2,0,7,3,0,0,0,0,0,0,5,1,0,0,0,0,1,0,2,0,4,2,0,0,0,0,0,0,3,2,2
477550060981442543,146299,18237,80,6,1,7775,0,0,295,6,46,28,51,21,0,0,0,3,1,32,1,0,0,0,1,1,1,1,0,0,2,0,7,5,0,0,0,0.5,0.033333333333333333,0,2.5,1,0,0,0,1,0,0,2,5,4,2,0,0,0,0,0,0,5,3,2
1561521305900240561,186364,106010,83,9,1,18349,0,0,695,7,99,59,57,61,0,0,0,1,2,44,1,0,0,0,1,1,1,1,0,0,2,0,7,3,0,0,1,0,0,0,4.5,1,0,0,0,0,1,0,3,5,4,2,0,0,0,0,0,0,7,4,2
5885059187538475594,97537,47764,84,9,3,7323,0,0,237,3,99,86,85,70,0,0,0,3,3,44,1,0,0,0,1,1,7,1,0,0,1,0,7,4,0,0,0,0,3.0666666666666669,4.3461538461538458,4,0,0,0,0,1,0,0,2,0,2,3,0,0,0,0,0,0,2,2,2
3507669490881230475,44743,10675,85,6,0,5200,0,0,197,5,65.652769628630836,45.362094939218913,44.885213728092509,44.963610962807621,0,0,0,4,4,40,1,0,0,0,7,1,1,1,0,0,3,0,7,3,0,0,0,0,0,3.1923076923076925,5,0,0,0,0,0,1,0,2,0,4,3,0,0,0,0,0,0,6,6.3720054917352105,2
1362004318344035923,101859,19055,86,7,1,6244,0,0,202,5,99,83,79,84,0,0,0,2,4,53,1,0,0,0,7,1,1,1,0,0,1,0,7,1,0,0,0,0,0,2.0769230769230771,4.5,1,0,0,0,0,1,0,3,0,4,3,0,0,0,0,0,0,4,5,2
2096053062148217327,52542,17306,87,4,0,9546,0,0,385,4,38,35,36,22,0,0,0,2,3,72,2,0,0,0,3,4,6,3,0,0,1,0,7,2,0,0,0,0,2.8333333333333335,2.7307692307692308,3,1,0,0,0,1,0,0,3,4,5,3,0,0,0,0,0,0,9,10,2
489328301350530296,198133,35745,25,7,6,30570,225,180,2094,7,28,32,19,50,6,5,1,2,1,59,4,4,7,3,3,4,5,4,7,7,3,0,6,4,0,0,0,0.5,0.033333333333333333,3,6,1,0,0,0,1,0,0,3,3,3,2,0,0,0,0,0,0,8,10,2
868558708224625955,231847,55271,27,3,12,45419,198,138,5832,5,21,4,1,5,4,5,1,3,5,56,1,4,5,3,3,4,3,4,4,5,2,0,5,5,1,0,0,2.5,1.6,2.8846153846153846,4.5,1,0,1,0,0,1,0,3,3,3,2,0,0,0,0,0,0,10,8,2
2328197622415144411,176589,21636,37,7,16,20472,155,124,2629,6,7,2,1,1,5,4,1,1,4,87,5,3,6,3,1,1,1,1,6,6,3,2,4,6,0,1,0,5,4.0333333333333332,3,6.5,1,0,0,0,0,1,0,4,3,3,1,0,1,0,0,0,1,10,6,2
700765784394497652,168459,46112,44,8,0,17395,192,0,701,7,90,25,43,49,2,3,1,4,3,53,1,7,1,3,1,1,1,1,1,6,3,0,4,4,0,1,0,5,7.4333333333333336,8.230769231,6.5,1,0,0,0,0,1,0,4,1,3,3,0,0,0,0,1,0,8,4,2
4383475120455993846,227942,63535,47,2,8,28681,475,0,3683,6,51,10,26,18,6,3,1,1,1,75,7,4,3,7,1,1,1,1,4,6,2,2,5,4,0,0,1,4,4.8666666666666663,2.7692307692307692,5,1,1,1,0,0,1,0,2,4,3,2,1,1,0,1,0,0,9,6,2
1287597575767575297,170988,48631,47,9,9,28387,0,0,3645,6,55,20,17,14,5,2,1,1,2,50,1,6,3,2,1,1,7,1,7,6,3,0,6,2,0,0,0,5,2.9666666666666668,2.0769230769230771,5,1,0,0,0,0,1,0,3,5,4,2,0,1,0,0,0,1,9,8,2
8696922220139511854,247759,31199,52,2,16,64819,445,330,8323,6,8,14,3,10,6,2,1,3,5,94,7,2,7,2,3,4,4,4,2,3,2,1,3,3,0,0,1,5,4.4333333333333336,1.9230769230769231,5,1,0,0,0,0,1,0,3,5,3,2,1,2,0,1,0,0,9,9,2
3214001304273267628,309441,82147,52,4,8,30818,495,420,2111,5,73,49,62,40,5,3,1,1,1,73,2,1,7,3,1,1,1,1,5,5,2,1,4,1,0,0,1,5,4.2,0,3.5,1,0,0,0,0,1,0,2,5,3,2,0,0,0,0,1,0,5,8,2
8958806533144159175,249897,57025,57,8,4,22818,178,169,2930,7,18,14,9,11,5,1,1,1,2,73,7,3,7,7,7,1,1,1,6,6,2,0,6,4,0,0,1,4.5,2.1666666666666665,1.9615384615384615,6.5,1,0,0,0,0,1,0,3,3,3,2,0,1,0,0,1,0,9,9,2
1791051750076835534,136800,21613,59,8,3,18211,106,80,1005,6,48,45,27,24,5,3,1,1,2,62,1,5,7,2,1,1,1,1,6,1,2,0,6,4,0,0,1,0,1.7666666666666666,0,5,1,0,0,0,0,1,0,3,3,3,2,0,0,0,1,0,0,8,10,2
6296724807400687660,235525,45685,61,8,5,22449,147,0,1538,7,85,16,19,14,5,2,1,1,1,78,3,6,4,2,1,1,1,1,3,7,2,0,6,1,0,0,0,0,0,2.1923076923076925,5,1,0,0,0,0,1,0,4,5,3,1,0,1,0,0,0,1,9,8,2
4205096172186550837,113422,15795,61,8,3,12603,117,121,508,4,99,60,40,54,3,2,1,4,4,44,1,6,4,2,4,4,5,2,6,4,3,0,6,4,0,1,0,3.5,2.6,0,5,1,0,0,0,0,1,0,2,0,3,2,0,0,0,0,1,0,6,7,2
4860258744256220484,392227,59549,61,5,12,25527,145,116,3278,5,33,28,54,22,6,2,1,4,5,52,1,7,3,6,5,4,5,3,2,6,3,0,6,4,0,0,1,5,2.7666666666666666,2.8076923076923075,4.5,1,0,0,0,0,1,0,2,3,3,2,0,0,0,0,1,0,4,8,2
7161809022938557565,227335,35252,61,6,11,40121,0,0,5152,4,6,16,16,9,4,1,1,4,7,68,1,5,4,3,5,3,5,4,1,7,3,0,6,5,0,0,0,3,1.5,1.7307692307692308,3,1,0,0,0,0,0,1,2,4,3,1,0,0,0,1,0,0,8,6,2
857514153789018790,363863,76713,62,4,7,29422,500,300,3778,6,6,10,6,11,6,2,1,3,4,76,2,1,7,3,3,4,5,3,4,5,2,0,6,2,0,0,0,4.5,1.6333333333333333,2.5,4.5,1,0,0,0,0,1,0,3,4,3,2,0,1,0,1,0,0,9,8,2
2037996536586880114,351463,76749,62,4,2,11346,0,0,671,5,62,53,57,43,3,2,1,1,2,68,1,1,7,2,1,1,1,1,3,5,3,0,5,2,0,1,1,0,4.7,5.8461538461538458,4,1,0,0,0,0,1,0,2,4,4,3,0,0,0,0,1,0,5,9,2
7367310672929092512,79399,20225,63,9,3,14937,0,0,825,6,55,49,32,26,3,2,1,1,2,55,1,3,2,2,4,5,6,4,2,7,1,0,6,2,0,0,0,0,0,0,4.5,1,0,0,0,0,1,0,3,3,3,2,0,1,0,1,0,0,7,10,2
9194121807362668569,159330,25060,63,6,3,19416,0,0,1072,6,41,49,29,68,2,2,1,3,4,76,1,5,7,7,5,6,5,2,3,2,2,0,6,2,0,0,1,4,3.9333333333333331,1.1153846153846154,5.5,1,0,0,0,0,1,0,4,1,4,3,0,0,0,0,0,0,7,9,2
6840409619608786426,361783,102260,64,1,7,19618,130,141,2519,5,99,65,37,27,7,2,1,2,4,59,1,5,7,7,1,1,1,1,4,5,3,0,6,3,0,0,1,4,1.7666666666666666,0,5,1,0,0,1,0,1,0,2,3,3,3,0,0,0,0,0,1,8,5,2
4043296446825255231,149435,26800,65,9,5,17161,0,0,947,5,99,28,20,21,3,1,1,1,2,44,1,6,5,2,1,1,1,1,7,6,2,0,7,4,0,0,0,4.5,1.7,0,4.5,1,0,0,0,0,0,1,4,3,4,2,0,0,0,1,0,0,8,10,2
7287641109834857481,207992,75486,65,7,1,39124,0,0,5024,4,32,49,27,41,5,2,1,2,3,51,1,6,4,5,3,4,4,3,1,5,1,0,7,2,0,0,0,0,0,2.7692307692307692,5.5,1,0,0,0,0,0,1,2,1,5,2,0,0,0,0,1,0,6,9,2
8843864504897157787,132757,37209,66,7,2,18565,75,69,1097,6,99,47,37,55,5,1,1,2,1,49,1,6,0,0,5,3,6,2,7,5,3,0,7,2,0,0,0,0,0,0,4.5,1,0,0,0,0,1,0,2,0,3,2,0,0,0,0,1,0,7,9,2
904919627790534426,160460,26685,66,7,4,24415,235,211,1672,7,1,5,5,2,3,1,1,2,1,63,3,4,6,1,4,4,6,3,2,2,3,0,7,1,0,0,0,0,1.7333333333333334,2.5769230769230771,5.5,1,0,0,0,0,1,0,4,5,3,2,2,1,0,1,0,0,10,9,2
284978943593820428,394831,61145,66,4,3,18622,292,300,1276,6,99,34,33,24,4,1,1,2,1,62,3,5,6,1,7,1,1,1,4,4,3,0,7,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,4,0,3,2,0,2,0,1,0,0,9,10,2
5117931520399862396,267753,43405,68,4,2,30338,115,92,2078,6,99,12,1,10,6,1,1,5,1,78,3,4,4,1,2,5,5,3,5,6,2,0,7,3,0,0,0,3.5,1.4666666666666666,0,4.5,1,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,0,10,10,2
711712205199504937,89780,21981,69,5,2,19176,62,43,1174,6,65.652769628630836,17,12,2,3,1,1,5,1,67,1,4,7,2,1,1,1,1,4,7,2,0,7,3,0,1,0,3,3.6666666666666665,0,2.5,1,0,0,0,1,0,0,3,0,3,2,0,0,0,0,0,0,9,10,2
582934451738681201,190885,35519,69,2,2,15261,141,160,934,7,99,17,5,13,1,1,1,3,1,51,1,6,3,1,1,1,1,1,3,7,2,0,7,3,0,0,0,0,0,0,3,1,0,0,1,0,1,0,2,2,3,2,0,0,0,1,0,0,9,8,2
6193003763649600697,283827,47065,69,5,0,18024,0,0,1103,7,99,19,14,37,2,1,1,1,1,55,1,4,5,1,1,1,1,1,4,5,3,0,7,2,0,1,1,0,0,0,5,1,0,0,0,0,1,0,3,0,4,2,0,0,0,1,0,0,10,7,2
8961366968450461245,157208,25273,69,8,4,27809,157,149,1702,7,8,22,19,15,2,1,1,2,3,73,1,6,3,1,1,1,1,1,4,7,2,0,7,3,0,1,0,0,0,0,4,1,0,0,0,0,1,0,3,4,3,2,0,0,0,0,1,0,9,8,2
4681748970727620907,185050,45495,70,9,4,13632,0,0,834,7,99,14,3,10,1,1,1,4,2,61,7,3,7,1,1,7,1,1,1,7,3,0,7,1,0,0,0,0,4.6,0,5,1,0,0,0,0,1,0,2,2,4,2,2,1,0,1,0,0,10,10,2
4373758518203104517,139541,30408,71,9,3,16514,80,0,1011,6,99,45,26,24,2,1,1,2,1,59,1,7,3,2,6,3,6,3,2,3,2,0,7,1,0,0,0,1.5,0.1,0,4.5,1,0,0,0,0,1,0,2,5,3,2,0,0,0,0,1,0,7,9,2
7751161914927111703,195372,54910,71,9,2,15105,129,0,834,7,99,27,28,21,1,2,1,2,2,53,1,6,2,1,5,4,6,3,1,5,3,0,7,1,0,0,0,0,0,3.3461538461538463,5.5,1,0,0,0,0,1,0,3,1,3,2,0,0,0,1,0,0,7,8,2
8366303802619316112,173077,38459,71,2,9,22598,133,87,1548,6,11,4,1,6,4,1,1,2,1,72,2,4,0,0,1,1,1,1,3,2,3,0,7,2,0,0,0,5,0.33333333333333331,0,1.5,1,0,0,0,1,0,0,2,5,3,2,0,0,0,1,0,0,10,6,2
6115983633606766192,183231,37051,71,9,1,7199,0,78,425,7,5,13,5,11,2,1,1,5,2,61,1,6,0,0,3,4,6,2,2,5,3,0,7,3,0,1,0,2,4.9,0,4,1,0,0,0,0,1,0,2,4,3,2,0,0,0,1,0,0,10,10,2
1288763227572599825,81701,16336,72,7,2,22474,0,0,1539,6,83,22,33,31,1,1,1,3,3,41,2,5,7,1,4,3,6,3,3,7,1,0,7,3,0,0,0,0,0,0,3,1,0,0,0,1,0,0,2,4,4,2,0,0,0,0,1,0,8,6,2
6872450627533730496,229070,25033,72,5,2,17436,183,0,962,7,99,13,6,14,1,1,1,1,2,70,1,4,1,2,1,1,1,1,4,3,3,0,7,1,0,1,0,4,2.4,4.615384615384615,4.5,1,0,0,0,0,1,0,3,4,4,3,0,0,0,1,0,0,10,10,2
2385867891267687912,184325,55057,73,9,2,18057,0,0,1105,6,99,47,20,65,2,2,1,5,3,51,2,7,2,1,6,3,6,2,1,6,3,0,7,2,0,0,0,2.5,2.0333333333333332,2.7692307692307692,5,1,0,0,1,0,1,0,2,2,5,3,0,0,0,1,0,0,6,6,2
480925899711117213,103802,28909,74,4,1,10078,0,0,596,5,99,31,51,62,3,1,1,3,1,50,1,6,0,0,6,3,6,4,3,6,1,0,7,3,0,0,0,0,2.5,3.3846153846153846,3.5,1,0,0,0,1,0,0,2,2,4,3,0,0,0,0,1,0,8,6,2
1531339064045242556,53095,15619,74,9,7,30021,0,0,2056,5,60,40,42,60,2,2,1,5,1,53,1,6,4,1,1,1,1,1,1,7,2,0,7,3,0,0,0,1.5,0.1,0,4.5,1,0,0,0,0,1,0,2,4,5,2,0,0,0,1,0,0,5,6,2
5523801389066968496,122872,32986,75,9,1,15589,331,0,954,7,99,18,23,29,1,1,1,3,2,52,1,5,0,0,4,4,6,3,2,7,1,0,7,2,0,0,0,1.5,0.1,0,2,1,0,0,0,0,1,0,2,2,3,3,0,0,0,0,1,0,9,8,2
9034400690572041573,195027,44622,75,2,2,10111,0,0,598,7,99,32,19,52,2,2,1,2,1,66,1,5,0,0,4,5,6,2,5,7,2,0,7,3,0,1,0,1.5,3.3,6.9615384615384617,1,1,0,0,1,0,1,0,2,5,4,2,0,0,0,1,0,0,8,10,2
4590321447225234522,195498,49034,75,8,8,6811,286,106,875,7,99,16,10,11,2,1,1,1,1,76,2,4,0,0,6,3,6,4,6,7,3,0,7,4,0,0,1,4.5,0.3,0,3,1,0,0,0,0,1,0,3,5,3,1,1,1,0,1,0,0,10,9,2
83912959776632839,72470,14928,75,9,0,20698,226,180,1267,6,99,50,63,41,1,1,1,6,1,50,2,7,0,0,4,3,6,3,1,7,2.1461209161761494,0,7,2,0,0,0,2.5,2.1,1.9230769230769231,4.5,1,0,0,0,1,0,0,4,3,3,2,0,0,0,0,1,0,7,7,2
5885527383123150443,268244,82949,75,7,2,15752,215,172,931,7,99,33,19,49,1,2,1,2,1,63,1,5,0,0,5,4,6,3,1,6,1,0,7,1,0,0,0,0,0,2.0769230769230771,4.5,1,0,0,1,0,1,0,4,3,3,3,0,0,0,1,0,0,8,10,2
4566772691358641829,202761,60208,78,5,3,14203,103,0,869,7,99,4,2,7,3,1,1,3,1,74,2,4,1,1,3,3,6,3,4,1,3,0,7,3,0,0,0,0,0,0,2,1,0,0,1,0,1,0,3,4,3,1,0,0,0,0,1,0,10,6,2
4049997138208915442,284738,77187,79,5,2,17427,250,200,1067,7,3,10,11,7,2,1,1,3,1,54,1,4,7,2,3,4,6,4,4,7,2,0,7,2,0,0,0,1.5,0.1,0,2,1,0,0,0,0,1,0,3,4,3,2,0,0,0,0,1,0,8,6,2
7239674596201711417,210346,77710,79,7,2,16745,152,0,924,7,47,21,29,32,2,1,1,3,3,62,7,6,7,1,1,7,1,1,2,5,2,0,7,1,0,0,0,1,0.066666666666666666,0,4.5,1,0,0,0,0,1,0,3,3,3,2,2,1,0,1,0,0,9,7,2
6458529213866565125,284850,51001,79,8,7,19386,525,325,1328,6,99,47,21,37,2,1,1,1,1,61,3,6,4,1,5,5,6,3,4,6,2,0,7,1,0,0,1,0,0,0,3.5,1,0,0,0,0,1,0,1,2,3,2,1,0,0,1,0,0,9,6,2
3425502193525366616,268302,36938,80,4,3,23596,352,0,1616,7,17,19,9,10,4,1,1,5,1,58,2,4,0,0,3,4,6,5,4,6,3,0,7,4,0,0,0,2.5,0.16666666666666666,0,2.5,1,0,0,0,0,1,0,4,4,3,2,0,0,0,1,0,0,8,10,2
7082067340186233418,278643,66151,82,1,4,24415,0,0,1672,4,65.652769628630836,45.362094939218913,44.885213728092509,44.963610962807621,3,3,1,1,3,50,1,5,6,2,1,1,1,1,3,6,2,0,7,5,0,0,0,0,0,2.3846153846153846,2,1,0,0,0,1,0,0,2,0,2,2,0,0,0,0,1,0,6,6.3720054917352105,2
4165048395214244441,283283,47889,82,1,5,13029,358,322,892,6,15,14,12,12,4,3,1,5,2,47,2,4,0,0,5,3,6,3,1,6,3,0,7,5,0,0,1,1.5,0.1,1.3076923076923077,2.5,1,0,0,0,0,1,0,2,3,3,1,0,0,0,1,0,0,9,10,2
6815961122247268967,359016,60499,85,5,5,13450,303,242,921,7,18,19,11,13,3,1,1,3,1,68,1,6,5,1,1,1,1,1,3,7,3,0,7,3,0,0,0,0,0,0,3.5,1,0,0,0,0,1,0,3,3,3,1,0,0,0,1,0,0,9,8,2
1146790388757318919,249373,57801,85,7,3,23086,0,0,1413,7,99,20,10,15,3,1,1,1,1,70,1,4,0,0,1,1,7,1,6,4,3,0,7,2,0,0,0,0,0,2.5769230769230771,5.5,1,0,0,0,0,1,0,3,1,4,2,0,0,0,1,0,0,9,8,2
512197464674683461,170365,25252,85,7,2,11055,270,0,610,6,99,38,46,37,1,2,1,5,3,44,1,5,7,1,1,1,1,1,4,7,1,0,7,3,0,0,0,0,0.93333333333333335,0,3.5,1,0,0,0,0,1,0,2,0,3,2,0,0,0,0,1,0,8,9,2
5205240381798125892,144836,30195,89,5,5,19159,0,0,1173,6,99,31,20,44,1,2,1,5,2,63,3,6,0,0,4,3,6,3,1,6,3,0,7,3,0,0,0,1,0.066666666666666666,0,5,1,0,0,0,0,1,0,2,3,4,2,0,0,0,1,0,0,8,10,2
